,PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_SLUG,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH
"1567,201569,""Gordon, Eric"",Eric Gordon,1,2008,2023,eric_gordon,eric_gordon,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00"
"1570,101162,""Gortat, Marcin"",Marcin Gortat,0,2007,2018,marcin_gortat,marcin_gortat,0,,,,,,Y,01"
"1572,202726,""Goudelock, Andrew"",Andrew Goudelock,0,2011,2015,andrew_goudelock,andrew_goudelock,0,,,,,,Y,01"
"1576,1628984,""Graham, Devonte'"",Devonte' Graham,1,2018,2023,devonte_graham,devonte_graham,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01"
"1578,101121,""Graham, Joey"",Joey Graham,0,2005,2010,joey_graham,joey_graham,0,,,,,,Y,01"
"1582,101211,""Graham, Stephen"",Stephen Graham,0,2005,2010,stephen_graham,stephen_graham,0,,,,,,Y,01"
"1583,1626203,""Graham, Treveon"",Treveon Graham,0,2016,2019,treveon_graham,treveon_graham,0,,,,,,Y,11"
"1586,101122,""Granger, Danny"",Danny Granger,0,2005,2014,danny_granger,danny_granger,0,,,,,,Y,00"
"1588,258,""Grant, Brian"",Brian Grant,0,1994,2005,brian_grant,brian_grant,0,,,,,,Y,00"
"1594,203924,""Grant, Jerami"",Jerami Grant,1,2014,2023,jerami_grant,jerami_grant,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,00"
"1595,1626170,""Grant, Jerian"",Jerian Grant,0,2015,2019,jerian_grant,jerian_grant,0,,,,,,Y,01"
"1599,1629055,""Grantham, Donte"",Donte Grantham,0,2018,2018,donte_grantham,donte_grantham,0,,,,,,Y,01"
"1602,1629755,""Gravett, Hassani"",Hassani Gravett,0,2021,2021,hassani_gravett,hassani_gravett,0,,,,,,Y,01"
"1603,201189,""Gray, Aaron"",Aaron Gray,0,2007,2013,aaron_gray,aaron_gray,0,,,,,,Y,00"
"1608,1627982,""Gray, Josh"",Josh Gray,0,2017,2019,josh_gray,josh_gray,0,,,,,,Y,01"
"1610,1630564,""Gray, RaiQuan"",RaiQuan Gray,0,2022,2022,raiquan_gray,raiquan_gray,0,,,,,,Y,11"
"1617,1631260,""Green, AJ"",AJ Green,1,2022,2023,aj_green,aj_green,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,11"
"1618,201980,""Green, Danny"",Danny Green,0,2009,2023,danny_green,danny_green,0,,,,,,Y,01"
"1619,101209,""Green, Devin"",Devin Green,0,2005,2005,devin_green,devin_green,0,,,,,,Y,01"
"1620,203110,""Green, Draymond"",Draymond Green,1,2012,2023,draymond_green,draymond_green,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,00"
"1621,203475,""Green, Erick"",Erick Green,0,2014,2015,erick_green,erick_green,0,,,,,,Y,01"
"1622,101123,""Green, Gerald"",Gerald Green,0,2005,2018,gerald_green,gerald_green,0,,,,,,Y,01"
"1623,203210,""Green, JaMychal"",JaMychal Green,0,2014,2022,jamychal_green,jamychal_green,0,,,,,,Y,01"
"1624,1630224,""Green, Jalen"",Jalen Green,1,2021,2023,jalen_green,jalen_green,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,01"
"1625,1629750,""Green, Javonte"",Javonte Green,0,2019,2022,javonte_green,javonte_green,0,,,,,,Y,11"
"1626,201145,""Green, Jeff"",Jeff Green,1,2007,2023,jeff_green,jeff_green,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,00"
"1628,1630182,""Green, Josh"",Josh Green,1,2020,2023,josh_green,josh_green,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01"
"1640,201192,""Green, Taurean"",Taurean Green,0,2007,2007,taurean_green,taurean_green,0,,,,,,Y,01"
"1642,2584,""Green, Willie"",Willie Green,0,2003,2014,willie_green,willie_green,0,,,,,,Y,00"
"1643,201590,""Greene, Donte"",Donte Greene,0,2008,2012,donte_greene,donte_greene,0,,,,,,Y,01"
"1644,101158,""Greene, Orien"",Orien Greene,0,2005,2010,orien_greene,orien_greene,0,,,,,,Y,01"
"1648,2696,""Greer, Lynn"",Lynn Greer,0,2006,2006,lynn_greer,lynn_greer,0,,,,,,Y,00"
"1654,1631100,""Griffin, AJ"",AJ Griffin,1,2022,2023,aj_griffin,aj_griffin,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,00"
"1655,1559,""Griffin, Adrian"",Adrian Griffin,0,1999,2007,adrian_griffin,adrian_griffin,0,,,,,,Y,00"
"1656,201933,""Griffin, Blake"",Blake Griffin,0,2009,2022,blake_griffin,blake_griffin,0,,,,,,Y,00"
"1657,2204,""Griffin, Eddie"",Eddie Griffin,0,2001,2006,eddie_griffin,eddie_griffin,0,,,,,,Y,00"
"1660,201981,""Griffin, Taylor"",Taylor Griffin,0,2009,2009,taylor_griffin,taylor_griffin,0,,,,,,Y,01"
"1663,1629656,""Grimes, Quentin"",Quentin Grimes,1,2021,2023,quentin_grimes,quentin_grimes,1610612752,New York,Knicks,NYK,knicks,knicks,Y,00"
"1670,101219,""Grundy, Anthony"",Anthony Grundy,0,2005,2005,anthony_grundy,anthony_grundy,0,,,,,,Y,01"
"1674,1629741,""Guduric, Marko"",Marko Guduric,0,2019,2019,marko_guduric,marko_guduric,0,,,,,,Y,01"
"1676,1631243,""Gueye, Mouhamed"",Mouhamed Gueye,1,2023,2023,mouhamed_gueye,mouhamed_gueye,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,00"
"1677,339,""Gugliotta, Tom"",Tom Gugliotta,0,1992,2004,tom_gugliotta,tom_gugliotta,0,,,,,,Y,00"
"1685,203268,""Gutierrez, Jorge"",Jorge Gutierrez,0,2013,2015,jorge_gutierrez,jorge_gutierrez,0,,,,,,Y,01"
"1686,1629657,""Guy, Kyle"",Kyle Guy,0,2019,2021,kyle_guy,kyle_guy,0,,,,,,Y,01"
"1688,2775,""Ha, Ha"",Ha Ha,0,2004,2005,seung-jin_ha,seung-jin_ha,0,,,,,,Y,01"
"1689,1629060,""Hachimura, Rui"",Rui Hachimura,1,2019,2023,rui_hachimura,rui_hachimura,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,00"
"1691,201632,""Haddadi, Hamed"",Hamed Haddadi,0,2008,2012,hamed_haddadi,hamed_haddadi,0,,,,,,Y,01"
"1695,1630204,""Hagans, Ashton"",Ashton Hagans,0,2020,2020,ashton_hagans,ashton_hagans,0,,,,,,Y,11"
"1700,201612,""Hairston, Malik"",Malik Hairston,0,2008,2009,malik_hairston,malik_hairston,0,,,,,,Y,01"
"1701,203798,""Hairston, PJ"",PJ Hairston,0,2014,2015,pj_hairston,pj_hairston,0,,,,,,Y,01"
"1702,2409,""Haislip, Marcus"",Marcus Haislip,0,2002,2009,marcus_haislip,marcus_haislip,0,,,,,,Y,00"
"1707,1630169,""Haliburton, Tyrese"",Tyrese Haliburton,1,2020,2023,tyrese_haliburton,tyrese_haliburton,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,00"
"1709,1628985,""Hall, Devon"",Devon Hall,0,2019,2019,devon_hall,devon_hall,0,,,,,,Y,01"
"1710,1629743,""Hall, Donta"",Donta Hall,0,2019,2020,donta_hall,donta_hall,0,,,,,,Y,01"
"1711,1631160,""Hall, Jordan"",Jordan Hall,0,2022,2022,jordan_hall,jordan_hall,0,,,,,,Y,11"
"1712,1630221,""Hall, Josh"",Josh Hall,0,2020,2020,josh_hall,josh_hall,0,,,,,,Y,01"
"1713,200837,""Hall, Mike"",Mike Hall,0,2006,2006,mike_hall,mike_hall,0,,,,,,Y,01"
"1714,1629788,""Hall, Tyler"",Tyler Hall,0,2021,2021,tyler_hall,tyler_hall,0,,,,,,Y,11"
"1716,1032,""Ham, Darvin"",Darvin Ham,0,1996,2004,darvin_ham,darvin_ham,0,,,,,,Y,01"
"1719,1627772,""Hamilton, Daniel"",Daniel Hamilton,0,2017,2018,daniel_hamilton,daniel_hamilton,0,,,,,,Y,01"
"1721,202706,""Hamilton, Jordan"",Jordan Hamilton,0,2011,2015,jordan_hamilton,jordan_hamilton,0,,,,,,Y,01"
"1722,203120,""Hamilton, Justin"",Justin Hamilton,0,2013,2016,justin_hamilton,justin_hamilton,0,,,,,,Y,01"
"1724,1888,""Hamilton, Richard"",Richard Hamilton,0,1999,2012,richard_hamilton,richard_hamilton,0,,,,,,Y,00"
"1729,1985,""Hamilton, Zendon"",Zendon Hamilton,0,2000,2005,zendon_hamilton,zendon_hamilton,0,,,,,,Y,01"
"1732,1627773,""Hammons, AJ"",AJ Hammons,0,2016,2016,aj_hammons,aj_hammons,0,,,,,,Y,01"
"1733,1630181,""Hampton, R.J."",R.J. Hampton,1,2020,2023,rj_hampton,rj_hampton,1610612748,Miami,Heat,MIA,heat,heat,Y,11"
"1735,1052,""Handlogten, Ben"",Ben Handlogten,0,2003,2004,ben_handlogten,ben_handlogten,0,,,,,,Y,00"
"1738,1628605,""Hannahs, Dusty"",Dusty Hannahs,0,2018,2019,dusty_hannahs,dusty_hannahs,0,,,,,,Y,01"
"1742,203162,""Hansbrough, Ben"",Ben Hansbrough,0,2012,2012,ben_hansbrough,ben_hansbrough,0,,,,,,Y,01"
"1743,201946,""Hansbrough, Tyler"",Tyler Hansbrough,0,2009,2015,tyler_hansbrough,tyler_hansbrough,0,,,,,,Y,01"
"1750,202376,""Harangody, Luke"",Luke Harangody,0,2010,2011,luke_harangody,luke_harangody,0,,,,,,Y,01"
"1751,358,""Hardaway, Anfernee"",Anfernee Hardaway,0,1993,2007,anfernee_hardaway,anfernee_hardaway,0,,,,,,Y,00"
"1753,203501,""Hardaway Jr., Tim"",Tim Hardaway Jr.,1,2013,2023,tim_hardaway_jr,tim_hardaway_jr,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01"
"1754,201935,""Harden, James"",James Harden,1,2009,2023,james_harden,james_harden,1610612746,LA,Clippers,LAC,clippers,clippers,Y,00"
"1758,1630702,""Hardy, Jaden"",Jaden Hardy,1,2022,2023,jaden_hardy,jaden_hardy,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,00"
"1761,203090,""Harkless, Maurice"",Maurice Harkless,0,2012,2021,maurice_harkless,maurice_harkless,0,,,,,,Y,11"
"1766,1629607,""Harper, Jared"",Jared Harper,0,2019,2021,jared_harper,jared_harper,0,,,,,,Y,01"
"1767,202712,""Harper, Justin"",Justin Harper,0,2011,2016,justin_harper,justin_harper,0,,,,,,Y,01"
"1770,1631199,""Harper Jr., Ron"",Ron Harper Jr.,0,2022,2023,ron_harper_jr,ron_harper_jr,0,,,,,,Y,01"
"1771,1723,""Harpring, Matt"",Matt Harpring,0,1998,2008,matt_harpring,matt_harpring,0,,,,,,Y,00"
"1772,1626149,""Harrell, Montrezl"",Montrezl Harrell,0,2015,2022,montrezl_harrell,montrezl_harrell,0,,,,,,Y,01"
"1773,202725,""Harrellson, Josh"",Josh Harrellson,0,2011,2013,josh_harrellson,josh_harrellson,0,,,,,,Y,00"
"1775,1733,""Harrington, Al"",Al Harrington,0,1998,2013,al_harrington,al_harrington,0,,,,,,Y,00"
"1776,2454,""Harrington, Junior"",Junior Harrington,0,2002,2006,junior_harrington,junior_harrington,0,,,,,,Y,00"
"1777,970,""Harrington, Othella"",Othella Harrington,0,1996,2007,othella_harrington,othella_harrington,0,,,,,,Y,01"
"1782,2734,""Harris, Devin"",Devin Harris,0,2004,2018,devin_harris,devin_harris,0,,,,,,Y,00"
"1783,203548,""Harris, Elias"",Elias Harris,0,2013,2013,elias_harris,elias_harris,0,,,,,,Y,01"
"1784,203914,""Harris, Gary"",Gary Harris,1,2014,2023,gary_harris,gary_harris,1610612753,Orlando,Magic,ORL,magic,magic,Y,00"
"1785,1630223,""Harris, Jalen"",Jalen Harris,0,2020,2020,jalen_harris,jalen_harris,0,,,,,,Y,11"
"1786,203925,""Harris, Joe"",Joe Harris,1,2014,2023,joe_harris,joe_harris,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,01"
"1787,1630284,""Harris, Kevon"",Kevon Harris,1,2022,2023,kevon_harris,kevon_harris,1610612753,Orlando,Magic,ORL,magic,magic,Y,11"
"1788,446,""Harris, Lucious"",Lucious Harris,0,1993,2004,lucious_harris,lucious_harris,0,,,,,,Y,00"
"1789,202412,""Harris, Manny"",Manny Harris,0,2010,2016,manny_harris,manny_harris,0,,,,,,Y,01"
"1790,200839,""Harris, Mike"",Mike Harris,0,2007,2013,mike_harris,mike_harris,0,,,,,,Y,01"
"1792,202227,""Harris, Terrel"",Terrel Harris,0,2011,2012,terrel_harris,terrel_harris,0,,,,,,Y,01"
"1793,202699,""Harris, Tobias"",Tobias Harris,1,2011,2023,tobias_harris,tobias_harris,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,00"
"1795,1626151,""Harrison, Aaron"",Aaron Harrison,0,2015,2017,aaron_harrison,aaron_harrison,0,,,,,,Y,01"
"1796,1626150,""Harrison, Andrew"",Andrew Harrison,0,2016,2018,andrew_harrison,andrew_harrison,0,,,,,,Y,01"
"1798,2758,""Harrison, David"",David Harrison,0,2004,2007,david_harrison,david_harrison,0,,,,,,Y,01"
"1799,1627885,""Harrison, Shaquille"",Shaquille Harrison,0,2017,2023,shaquille_harrison,shaquille_harrison,0,,,,,,Y,11"
"1800,2078,""Hart, Jason"",Jason Hart,0,2000,2009,jason_hart,jason_hart,0,,,,,,Y,00"
"1801,1628404,""Hart, Josh"",Josh Hart,1,2017,2023,josh_hart,josh_hart,1610612752,New York,Knicks,NYK,knicks,knicks,Y,01"
"1802,1628392,""Hartenstein, Isaiah"",Isaiah Hartenstein,1,2018,2023,isaiah_hartenstein,isaiah_hartenstein,1610612752,New York,Knicks,NYK,knicks,knicks,Y,01"
"1804,2051,""Harvey, Donnell"",Donnell Harvey,0,2000,2004,donnell_harvey,donnell_harvey,0,,,,,,Y,00"
"1805,202238,""Hasbrouck, Kenny"",Kenny Hasbrouck,0,2009,2009,kenny_hasbrouck,kenny_hasbrouck,0,,,,,,Y,01"
"1808,2617,""Haslem, Udonis"",Udonis Haslem,0,2003,2022,udonis_haslem,udonis_haslem,0,,,,,,Y,00"
"1809,2239,""Hassell, Trenton"",Trenton Hassell,0,2001,2009,trenton_hassell,trenton_hassell,0,,,,,,Y,00"
"1815,1630573,""Hauser, Sam"",Sam Hauser,1,2021,2023,sam_hauser,sam_hauser,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,01"
"1817,201150,""Hawes, Spencer"",Spencer Hawes,0,2007,2016,spencer_hawes,spencer_hawes,0,,,,,,Y,01"
"1821,1641722,""Hawkins, Jordan"",Jordan Hawkins,1,2023,2023,jordan_hawkins,jordan_hawkins,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,11"
"1828,101236,""Hayes, Chuck"",Chuck Hayes,0,2005,2015,chuck_hayes,chuck_hayes,0,,,,,,Y,01"
"1830,2553,""Hayes, Jarvis"",Jarvis Hayes,0,2003,2009,jarvis_hayes,jarvis_hayes,0,,,,,,Y,00"
"1831,1629637,""Hayes, Jaxson"",Jaxson Hayes,1,2019,2023,jaxson_hayes,jaxson_hayes,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,00"
"1832,1630165,""Hayes, Killian"",Killian Hayes,1,2020,2023,killian_hayes,killian_hayes,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,00"
"1833,1628502,""Hayes, Nigel"",Nigel Hayes,0,2017,2017,nigel_hayes,nigel_hayes,0,,,,,,Y,01"
"1835,202330,""Hayward, Gordon"",Gordon Hayward,1,2010,2023,gordon_hayward,gordon_hayward,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00"
"1836,202351,""Hayward, Lazar"",Lazar Hayward,0,2010,2012,lazar_hayward,lazar_hayward,0,,,,,,Y,01"
"1837,2217,""Haywood, Brendan"",Brendan Haywood,0,2001,2014,brendan_haywood,brendan_haywood,0,,,,,,Y,00"
"1841,101129,""Head, Luther"",Luther Head,0,2005,2010,luther_head,luther_head,0,,,,,,Y,01"
"1845,203687,""Hearn, Reggie"",Reggie Hearn,0,2017,2017,reggie_hearn,reggie_hearn,0,,,,,,Y,01"
"1850,673,""Henderson, Alan"",Alan Henderson,0,1995,2006,alan_henderson,alan_henderson,0,,,,,,Y,00"
"1855,201945,""Henderson, Gerald"",Gerald Henderson,0,2009,2016,gerald_henderson,gerald_henderson,0,,,,,,Y,00"
"1859,1630703,""Henderson, Scoot"",Scoot Henderson,1,2023,2023,scoot_henderson,scoot_henderson,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,01"
"1861,1641707,""Hendricks, Taylor"",Taylor Hendricks,1,2023,2023,taylor_hendricks,taylor_hendricks,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,11"
"1865,1630565,""Henry, Aaron"",Aaron Henry,0,2021,2021,aaron_henry,aaron_henry,0,,,,,,Y,01"
"1870,1627988,""Henry, Myke"",Myke Henry,0,2017,2017,myke_henry,myke_henry,0,,,,,,Y,01"
"1872,202333,""Henry, Xavier"",Xavier Henry,0,2010,2014,xavier_henry,xavier_henry,0,,,,,,Y,01"
"1873,203089,""Henson, John"",John Henson,0,2012,2019,john_henson,john_henson,0,,,,,,Y,00"
"1877,1629608,""Hernandez, Dewan"",Dewan Hernandez,0,2019,2019,dewan_hernandez,dewan_hernandez,0,,,,,,Y,01"
"1878,1627823,""Hernangomez, Juancho"",Juancho Hernangomez,0,2016,2022,juan_hernangomez,juancho_hernangomez,0,,,,,,Y,01"
"1879,1626195,""Hernangomez, Willy"",Willy Hernangomez,0,2016,2022,willy_hernangomez,willy_hernangomez,0,,,,,,Y,00"
"1882,200835,""Herrmann, Walter"",Walter Herrmann,0,2006,2008,walter_herrmann,walter_herrmann,0,,,,,,Y,00"
"1883,1629639,""Herro, Tyler"",Tyler Herro,1,2019,2023,tyler_herro,tyler_herro,1610612748,Miami,Heat,MIA,heat,heat,Y,00"
"1886,1628987,""Hervey, Kevin"",Kevin Hervey,0,2019,2019,kevin_hervey,kevin_hervey,0,,,,,,Y,01"
"1891,1626209,""Hezonja, Mario"",Mario Hezonja,0,2015,2019,mario_hezonja,mario_hezonja,0,,,,,,Y,00"
"1892,201579,""Hibbert, Roy"",Roy Hibbert,0,2008,2016,roy_hibbert,roy_hibbert,0,,,,,,Y,00"
"1894,1628439,""Hicks, Isaiah"",Isaiah Hicks,0,2017,2018,isaiah_hicks,isaiah_hicks,0,,,,,,Y,01"
"1896,201581,""Hickson, JJ"",JJ Hickson,0,2008,2015,jj_hickson,jj_hickson,0,,,,,,Y,00"
"1897,1627741,""Hield, Buddy"",Buddy Hield,1,2016,2023,buddy_hield,buddy_hield,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,00"
"1898,202809,""Higgins, Cory"",Cory Higgins,0,2011,2012,cory_higgins,cory_higgins,0,,,,,,Y,01"
"1904,1629312,""Highsmith, Haywood"",Haywood Highsmith,1,2018,2023,haywood_highsmith,haywood_highsmith,1610612748,Miami,Heat,MIA,heat,heat,Y,01"
1906,2403,Nene,Nene,0,2002,2018,nene_hilario,nene_hilario,0,,,,,,Y,00
"1910,201588,""Hill, George"",George Hill,0,2008,2022,george_hill,george_hill,0,,,,,,Y,00"
"1911,255,""Hill, Grant"",Grant Hill,0,1994,2012,grant_hill,grant_hill,0,,,,,,Y,00"
"1912,201195,""Hill, Herbert"",Herbert Hill,0,2007,2007,herbert_hill,herbert_hill,0,,,,,,Y,01"
"1913,201941,""Hill, Jordan"",Jordan Hill,0,2009,2016,jordan_hill,jordan_hill,0,,,,,,Y,00"
"1914,1630792,""Hill, Malcolm"",Malcolm Hill,0,2021,2022,malcolm_hill,malcolm_hill,0,,,,,,Y,11"
"1915,203524,""Hill, Solomon"",Solomon Hill,0,2013,2021,solomon_hill,solomon_hill,0,,,,,,Y,01"
"1916,201631,""Hill, Steven"",Steven Hill,0,2008,2008,steven_hill,steven_hill,0,,,,,,Y,01"
"1919,1626199,""Hilliard, Darrun"",Darrun Hilliard,0,2015,2017,darrun_hilliard,darrun_hilliard,0,,,,,,Y,01"
"1922,2550,""Hinrich, Kirk"",Kirk Hinrich,0,2003,2015,kirk_hinrich,kirk_hinrich,0,,,,,,Y,00"
"1924,1630207,""Hinton, Nate"",Nate Hinton,1,2020,2023,nate_hinton,nate_hinton,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,11"
"1927,200823,""Hite, Robert"",Robert Hite,0,2006,2006,robert_hite,robert_hite,0,,,,,,Y,01"
"1928,1629658,""Hoard, Jaylen"",Jaylen Hoard,0,2019,2021,jalen_hoard,jaylen_hoard,0,,,,,,Y,01"
"1929,202359,""Hobson, Darington"",Darington Hobson,0,2011,2011,darington_hobson,darington_hobson,0,,,,,,Y,01"
"1930,1641793,""Hodge, D'Moi"",D'Moi Hodge,0,2023,2023,dmoi_hodge,dmoi_hodge,0,,,,,,Y,11"
"1932,101125,""Hodge, Julius"",Julius Hodge,0,2005,2006,julius_hodge,julius_hodge,0,,,,,,Y,01"
"1938,697,""Hoiberg, Fred"",Fred Hoiberg,0,1995,2004,fred_hoiberg,fred_hoiberg,0,,,,,,Y,00"
"1940,2450,""Holcomb, Randy"",Randy Holcomb,0,2002,2005,randy_holcomb,randy_holcomb,0,,,,,,Y,00"
"1941,1628988,""Holiday, Aaron"",Aaron Holiday,1,2018,2023,aaron_holiday,aaron_holiday,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,00"
"1942,201950,""Holiday, Jrue"",Jrue Holiday,1,2009,2023,jrue_holiday,jrue_holiday,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,00"
"1943,203200,""Holiday, Justin"",Justin Holiday,1,2012,2023,justin_holiday,justin_holiday,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,01"
"1946,204066,""Holland, John"",John Holland,0,2015,2018,john_holland,john_holland,0,,,,,,Y,01"
"1949,200797,""Hollins, Ryan"",Ryan Hollins,0,2006,2015,ryan_hollins,ryan_hollins,0,,,,,,Y,01"
"1951,1626178,""Hollis-Jefferson, Rondae"",Rondae Hollis-Jefferson,0,2015,2020,rondae_hollis-jefferson,rondae_hollis-jefferson,0,,,,,,Y,00"
"1952,1626158,""Holmes, Richaun"",Richaun Holmes,1,2015,2023,richaun_holmes,richaun_holmes,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01"
"1953,1631096,""Holmgren, Chet"",Chet Holmgren,1,2022,2023,chet_holmgren,chet_holmgren,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,00"
"1960,1630258,""Homesley, Caleb"",Caleb Homesley,0,2020,2020,caleb_homesley,caleb_homesley,0,,,,,,Y,01"
"1962,202715,""Honeycutt, Tyler"",Tyler Honeycutt,0,2011,2012,tyler_honeycutt,tyler_honeycutt,0,,,,,,Y,01"
"1964,203918,""Hood, Rodney"",Rodney Hood,0,2014,2021,rodney_hood,rodney_hood,0,,,,,,Y,00"
"1965,1641720,""Hood-Schifino, Jalen"",Jalen Hood-Schifino,1,2023,2023,jalen_hood-schifino,jalen_hood-schifino,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,11"
"1970,203816,""Hopson, Scotty"",Scotty Hopson,0,2013,2021,scotty_hopson,scotty_hopson,0,,,,,,Y,11"
"1973,201143,""Horford, Al"",Al Horford,1,2007,2023,al_horford,al_horford,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,00"
"1977,202862,""Horner, Dennis"",Dennis Horner,0,2011,2011,dennis_horner,dennis_horner,0,,,,,,Y,01"
"1978,109,""Horry, Robert"",Robert Horry,0,1992,2007,robert_horry,robert_horry,0,,,,,,Y,00"
"1980,1629659,""Horton-Tucker, Talen"",Talen Horton-Tucker,1,2019,2023,talen_horton-tucker,talen_horton-tucker,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,01"
"1983,2067,""House, Eddie"",Eddie House,0,2000,2010,eddie_house,eddie_house,0,,,,,,Y,00"
"1984,1627863,""House Jr., Danuel"",Danuel House Jr.,1,2016,2023,danuel_house,danuel_house_jr,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,01"
"1985,1631216,""Houstan, Caleb"",Caleb Houstan,1,2022,2023,caleb_houstan,caleb_houstan,1610612753,Orlando,Magic,ORL,magic,magic,Y,01"
"1986,275,""Houston, Allan"",Allan Houston,0,1993,2004,allan_houston,allan_houston,0,,,,,,Y,00"
"1990,2730,""Howard, Dwight"",Dwight Howard,0,2004,2021,dwight_howard,dwight_howard,0,,,,,,Y,00"
"1992,1641724,""Howard, Jett"",Jett Howard,1,2023,2023,jett_howard,jett_howard,1610612753,Orlando,Magic,ORL,magic,magic,Y,11"
"1993,2572,""Howard, Josh"",Josh Howard,0,2003,2012,josh_howard,josh_howard,0,,,,,,Y,01"
"1994,436,""Howard, Juwan"",Juwan Howard,0,1994,2012,juwan_howard,juwan_howard,0,,,,,,Y,00"
"1995,1630210,""Howard, Markus"",Markus Howard,0,2020,2021,markus_howard,markus_howard,0,,,,,,Y,01"
"1999,1629739,""Howard, William"",William Howard,0,2019,2019,william_howard,william_howard,0,,,,,,Y,01"
"2003,1631309,""Hudgins, Trevor"",Trevor Hudgins,0,2022,2022,trevor_hudgins,trevor_hudgins,0,,,,,,Y,01"
"2004,201991,""Hudson, Lester"",Lester Hudson,0,2009,2014,lester_hudson,lester_hudson,0,,,,,,Y,01"
"2006,1607,""Hudson, Troy"",Troy Hudson,0,1997,2007,troy_hudson,troy_hudson,0,,,,,,Y,01"
"2007,1626273,""Huertas, Marcelo"",Marcelo Huertas,0,2015,2016,marcelo_huertas,marcelo_huertas,0,,,,,,Y,00"
"2008,1628989,""Huerter, Kevin"",Kevin Huerter,1,2018,2023,kevin_huerter,kevin_huerter,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00"
"2009,203962,""Huestis, Josh"",Josh Huestis,0,2015,2017,josh_huestis,josh_huestis,0,,,,,,Y,01"
"2010,1630643,""Huff, Jay"",Jay Huff,1,2021,2023,jay_huff,jay_huff,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,11"
"2014,1630190,""Hughes, Elijah"",Elijah Hughes,0,2020,2021,elijah_hughes,elijah_hughes,0,,,,,,Y,11"
"2016,1716,""Hughes, Larry"",Larry Hughes,0,1998,2011,larry_hughes,larry_hughes,0,,,,,,Y,00"
"2018,203133,""Hummel, Robbie"",Robbie Hummel,0,2013,2014,robbie_hummel,robbie_hummel,0,,,,,,Y,00"
"2020,2415,""Humphrey, Ryan"",Ryan Humphrey,0,2002,2004,ryan_humphrey,ryan_humphrey,0,,,,,,Y,01"
"2021,1629353,""Humphries, Isaac"",Isaac Humphries,0,2018,2018,isaac_humphries,isaac_humphries,0,,,,,,Y,01"
"2023,2743,""Humphries, Kris"",Kris Humphries,0,2004,2016,kris_humphries,kris_humphries,0,,,,,,Y,00"
"2025,1630624,""Hunt, Feron"",Feron Hunt,0,2021,2021,feron_hunt,feron_hunt,0,,,,,,Y,01"
"2026,2599,""Hunter, Brandon"",Brandon Hunter,0,2003,2004,brandon_hunter,brandon_hunter,0,,,,,,Y,00"
"2028,201805,""Hunter, Chris"",Chris Hunter,0,2008,2009,chris_hunter,chris_hunter,0,,,,,,Y,01"
"2029,1629631,""Hunter, De'Andre"",De'Andre Hunter,1,2019,2023,deandre_hunter,deandre_hunter,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,00"
